chr left right
RGS22 chr8 100973164 101143496
FBXO43 chr8 101145588 101158028
POLR2K chr8 101162812 101166230
SPAG1 chr8 101170134 101271506
RNF19A chr8 101269288 101348446
KB-173C10.2 chr8 101393488 101426687
KB-173C10.1 chr8 101441062 101443225
KB-1615E4.2 chr8 101487903 101513376
KB-1615E4.3 chr8 101504756 101505941
ANKRD46 chr8 101521980 101572012
SNX31 chr8 101585116 101675643
PABPC1 chr8 101698044 101735037
YWHAZ chr8 101928753 101965616
RP11-302J23.1 chr8 102064282 102088479
KB-1460A1.1 chr8 102134373 102138386
KB-1460A1.3 chr8 102151893 102153157
KB-1460A1.5 chr8 102179033 102181857
ZNF706 chr8 102190106 102218421
KB-1410C5.5 chr8 102220376 102220786
KB-1410C5.3 chr8 102299673 102306011
GRHL2 chr8 102504660 102681954
NCALD chr8 102698771 103137135
KB-1107E3.1 chr8 102698775 102701321
RRM2B chr8 103216730 103251346
KB-431C1.4 chr8 103251622 103265561
UBR5 chr8 103265240 103425069
KB-431C1.5 chr8 103268620 103270049
KB-1980E6.3 chr8 103540968 103550896
ODF1 chr8 103563800 103573245
KLF10 chr8 103661007 103668130
KB-1732A1.1 chr8 103817745 103822199
AZIN1 chr8 103838585 103906092
KB-1254G8.1 chr8 103866683 103868303
KB-1507C5.2 chr8 103876528 103990104
KB-1507C5.4 chr8 103991013 104012412
KB-1639H6.2 chr8 104032415 104033656
ATP6V1C1 chr8 104033291 104085279
C8orf56 chr8 104145191 104153703
BAALC chr8 104152938 104242533
RP11-318M2.2 chr8 104169218 104311000
RP11-318M2.3 chr8 104240653 104241542
FZD6 chr8 104310661 104345094
CTHRC1 chr8 104383743 104395225
RP11-1C8.6 chr8 104395306 104396082
SLC25A32 chr8 104410863 104427417
DCAF13 chr8 104426942 104455681
RP11-1C8.5 chr8 104476617 104481213
RP11-1C8.7 chr8 104493494 104493847
RIMS2 chr8 104512976 105268322
DPYS chr8 105342552 105479281
DCSTAMP chr8 105351315 105368917
LRP12 chr8 105501459 105601252
RP11-127H5.1 chr8 105602961 106431488
RP11-395G23.3 chr8 107282372 107285127
OXR1 chr8 107282473 107764922
RP11-649G15.2 chr8 107532702 107669776
ABRA chr8 107771711 107782473
ANGPT1 chr8 108261721 108510283
EIF3E chr8 109213445 109447562
RP11-35G22.1 chr8 109238429 109239773
EMC2 chr8 109455830 109499145
TMEM74 chr8 109619079 109799844
RP11-1084E5.1 chr8 109907258 110075646
NUDCD1 chr8 110253148 110346614
ENY2 chr8 110346553 110358182
PKHD1L1 chr8 110374706 110542559
EBAG9 chr8 110551940 110578225
SYBU chr8 110586207 110704020
CSMD3 chr8 113235157 114449328
TRPS1 chr8 116420724 116821899
AF178030.2 chr8 116521829 116523552
EIF3H chr8 117654369 117779164
UTP23 chr8 117778742 117861702
RAD21 chr8 117858174 117887105
RAD21-AS1 chr8 117886663 117889107
AARD chr8 117950438 117956726
SLC30A8 chr8 117962512 118188953
MED30 chr8 118532952 118552501
EXT1 chr8 118806729 119124092
SAMD12 chr8 119201698 119634234
AC023590.1 chr8 119294378 119412844
TNFRSF11B chr8 119935796 119964439
COLEC10 chr8 120007691 120118821
MAL2 chr8 120177273 120257913
NOV chr8 120428546 120436593
ENPP2 chr8 120569326 120685693
TAF2 chr8 120743015 120845103
DSCC1 chr8 120846216 120868250
KB-1471A8.1 chr8 120879659 120886728
DEPTOR chr8 120885957 121063152
RP11-760H22.2 chr8 121064419 121068440
MRPL13 chr8 121393000 121457642
MTBP chr8 121457640 121554373
SNTB1 chr8 121547985 121825513
RP11-713M15.1 chr8 121773493 121789072
RP11-713M15.2 chr8 121824459 121825599
RP11-369K17.1 chr8 121925305 122131994
HAS2 chr8 122624356 122653630
RP11-96B2.1 chr8 123497754 123502054
LINC01151 chr8 123682624 123706345
RP11-44N11.2 chr8 123792210 123793069
RP11-44N11.3 chr8 123792999 123793310
ZHX2 chr8 123793633 123986750
RP11-557C18.4 chr8 123989266 123997869
RP11-557C18.3 chr8 124014800 124042991
DERL1 chr8 124025404 124054663
TBC1D31 chr8 124054208 124164393
FAM83A chr8 124191200 124222314
RP11-539E17.5 chr8 124193878 124195028
FAM83A-AS1 chr8 124213412 124214983
C8orf76 chr8 124232196 124253638
ZHX1-C8ORF76 chr8 124238431 124279627
ZHX1 chr8 124260696 124287781
ATAD2 chr8 124332090 124428590
WDYHV1 chr8 124428965 124479470
FBXO32 chr8 124510129 124553446
ANXA13 chr8 124693034 124749647
FAM91A1 chr8 124780696 124827692
RP11-37N22.1 chr8 125204912 125259639
RP11-383J24.1 chr8 125283924 125289825
RP11-383J24.6 chr8 125318430 125320617
TMEM65 chr8 125324231 125384933
TRMT12 chr8 125463048 125474391
RNF139-AS1 chr8 125474726 125486817
RNF139 chr8 125486979 125500155
TATDN1 chr8 125500726 125551699
RP11-158K1.3 chr8 125500751 125503884
NDUFB9 chr8 125551344 125580751
MTSS1 chr8 125563031 125740730
RP11-532M24.1 chr8 125591872 125592889
RP11-1082L8.4 chr8 125823860 125827924
RP11-1082L8.3 chr8 125847126 125869758
LINC00964 chr8 125860979 125966570
ZNF572 chr8 125985540 125991631
RP11-6D1.3 chr8 126009227 126010440
SQLE chr8 126010739 126034525
KIAA0196 chr8 126036502 126104082
NSMCE2 chr8 126103921 126379362
RP11-550A5.2 chr8 126360438 126363658
TRIB1 chr8 126442563 126450647
RP11-136O12.2 chr8 126479181 126553615
LINC00861 chr8 126934552 126963493
RP11-65D17.1 chr8 127337740 127341780
RP11-103H7.2 chr8 127510394 127512548
RP11-103H7.3 chr8 127530943 127534596
FAM84B chr8 127564687 127570638
RP11-103H7.5 chr8 127569141 127569678
RP11-89K10.1 chr8 127570120 127725660
PCAT1 chr8 127859300 128033259
PCAT2 chr8 128084939 128094466
CASC19 chr8 128197880 128215467
CCAT1 chr8 128220111 128231333
CASC8 chr8 128302062 128494384
RP11-382A18.2 chr8 128351519 128404876
POU5F1B chr8 128426535 128432311
CASC11 chr8 128698588 128746213
MYC chr8 128747680 128753674
TMEM75 chr8 128959126 128960591
LINC00977 chr8 130228713 130253496
CCDC26 chr8 130363937 130692485
GSDMC chr8 130760442 130799134
RP11-473O4.5 chr8 130844547 130856750
FAM49B chr8 130851839 131029375
RP11-473O4.4 chr8 130902711 130914004
RP11-473O4.3 chr8 130952102 130961640
ASAP1 chr8 131064353 131455906
KB-1568E2.1 chr8 131607545 131667958
EFR3A chr8 132916335 133025889
HHLA1 chr8 133073733 133123406
KCNQ3 chr8 133133108 133493200
LRRC6 chr8 133584320 133687838
TMEM71 chr8 133697253 133772958
PHF20L1 chr8 133787618 133861052
AF230666.2 chr8 133850375 133856543
TG chr8 133879203 134147147
SLA chr8 134048973 134115298
NDRG1 chr8 134249414 134314265
ST3GAL1 chr8 134467091 134584183
RP11-629O1.2 chr8 134585426 134586104
RP11-157E21.1 chr8 134898739 134914650
RP11-513H8.1 chr8 135224108 135332690
ZFAT chr8 135490031 135725292
ZFAT-AS1 chr8 135610314 135612932
CTD-2342N23.3 chr8 135735190 135736192
AC083843.1 chr8 135804263 135810515
AC083843.2 chr8 135844990 135846725
AC083843.3 chr8 135850312 135854880
RP11-1057B8.2 chr8 135862178 135894142
KHDRBS3 chr8 136469700 136668965
RP11-30J20.1 chr8 137543041 137997178
RP11-398H6.1 chr8 140472305 140475259
KCNK9 chr8 140613081 140715299
TRAPPC9 chr8 140742586 141468678
C8orf17 chr8 140943416 140946190
CTA-204B4.2 chr8 141515912 141518142
CHRAC1 chr8 141521397 141527236
CASC7 chr8 141530255 141539600
AGO2 chr8 141541264 141645718
PTK2 chr8 141667999 142012315
DENND3 chr8 142127377 142205907
RP11-809O17.1 chr8 142136143 142140060
SLC45A4 chr8 142217265 142318404
RP11-10J21.4 chr8 142262385 142263391
RP11-10J21.3 chr8 142264664 142266916
RP11-10J21.5 chr8 142288327 142302961
GPR20 chr8 142366600 142377367
CTD-3064M3.4 chr8 142400039 142402674
PTP4A3 chr8 142402093 142441620
CTD-3064M3.7 chr8 142444645 142448054
TSNARE1 chr8 143293441 143484601
RP13-467H17.1 chr8 143485013 143488389
BAI1 chr8 143530791 143626370
ARC chr8 143692405 143696833
PSCA chr8 143751726 143764142
LY6K chr8 143781529 143786545
CTD-2292P10.4 chr8 143783670 143808391
THEM6 chr8 143808621 143818345
CTD-2292P10.2 chr8 143808701 143809108
SLURP1 chr8 143822362 143823829
LYPD2 chr8 143831568 143833952
RP11-706C16.7 chr8 143844534 143847845
LYNX1 chr8 143845752 143859640
RP11-706C16.8 chr8 143866790 143893536
GML chr8 143915663 143997922
RP11-273G15.2 chr8 144063155 144099854
LY6E chr8 144099399 144105249
C8orf31 chr8 144120626 144141359
LY6H chr8 144239331 144242128
ZFP41 chr8 144328991 144344875
GLI4 chr8 144349603 144359101
RP13-582O9.5 chr8 144362331 144363860
ZNF696 chr8 144371846 144380231
RP13-582O9.7 chr8 144372569 144372791
TOP1MT chr8 144386554 144442149
RHPN1-AS1 chr8 144448801 144450718
RHPN1 chr8 144451057 144466390
RP11-909N17.3 chr8 144499849 144501320
MAFA chr8 144501352 144512576
ZC3H3 chr8 144519825 144623623
RP11-661A12.5 chr8 144624143 144631899
GSDMD chr8 144635377 144645232
MROH6 chr8 144648357 144655141
RP11-661A12.9 chr8 144655660 144659567
NAPRT1 chr8 144656955 144660819
RP11-661A12.7 chr8 144661806 144662840
EEF1D chr8 144661867 144681711
TIGD5 chr8 144680074 144682485
RP11-661A12.14 chr8 144683416 144685394
PYCRL chr8 144686083 144691943
TSTA3 chr8 144694788 144700218
RP11-661A12.12 chr8 144714241 144715926
ZNF623 chr8 144718183 144735900
ZNF707 chr8 144766622 144796068
RP11-429J17.2 chr8 144778324 144780583
MAPK15 chr8 144798429 144804628
RP11-429J17.5 chr8 144800416 144801061
FAM83H chr8 144806103 144815971
FAM83H-AS1 chr8 144816310 144828507
RP11-429J17.7 chr8 144840323 144853992
RP11-429J17.8 chr8 144871090 144872629
SCRIB chr8 144873090 144897549
PUF60 chr8 144898514 144912029
NRBP2 chr8 144915764 144924200
EPPK1 chr8 144939497 144952632
PLEC chr8 144989321 145050902
PARP10 chr8 145051321 145086940
GRINA chr8 145064226 145067583
SPATC1 chr8 145086582 145101933
CTD-3065J16.6 chr8 145104030 145106423
OPLAH chr8 145106167 145118735
CTD-3065J16.9 chr8 145132905 145134168
EXOSC4 chr8 145133529 145135550
GPAA1 chr8 145137493 145141119
CYC1 chr8 145149930 145152428
SHARPIN chr8 145153536 145163027
MAF1 chr8 145159402 145162514
KIAA1875 chr8 145162629 145173218
FAM203A chr8 145192672 145195746
MROH1 chr8 145202919 145316843
BOP1 chr8 145486055 145515082
SCXA chr8 145490549 145492470
HSF1 chr8 145515280 145538385
GS1-393G12.12 chr8 145538253 145538801
DGAT1 chr8 145539954 145550573
SCRT1 chr8 145554228 145559943
TMEM249 chr8 145575878 145578574
GS1-393G12.13 chr8 145576888 145579269
SLC52A2 chr8 145577795 145584932
FBXL6 chr8 145579091 145583036
ADCK5 chr8 145596790 145618457
CPSF1 chr8 145618444 145634753
GS1-393G12.14 chr8 145634876 145635360
SLC39A4 chr8 145635126 145642279
VPS28 chr8 145649000 145653931
TONSL chr8 145654165 145669827
AC084125.4 chr8 145660602 145665354
CYHR1 chr8 145674965 145691060
CTD-2517M22.16 chr8 145689200 145690484
KIFC2 chr8 145691426 145699585
FOXH1 chr8 145698795 145701718
PPP1R16A chr8 145703352 145727504
GPT chr8 145728356 145732557
MFSD3 chr8 145734457 145736596
RECQL4 chr8 145736667 145743229
CTD-2517M22.17 chr8 145737950 145739056
LRRC14 chr8 145743376 145750557
LRRC24 chr8 145747761 145752416
C8orf82 chr8 145751117 145754516
ARHGAP39 chr8 145754563 145911194
AF186192.6 chr8 145939284 145940230
ZNF251 chr8 145946298 145981802
ZNF34 chr8 145998499 146012730
RPL8 chr8 146015150 146017972
ZNF517 chr8 146024261 146036554
ZNF7 chr8 146052849 146072894
COMMD5 chr8 146066427 146079121
ZNF250 chr8 146076632 146127553
ZNF16 chr8 146155744 146176274
ZNF252P-AS1 chr8 146228197 146231432
C8orf33 chr8 146277764 146281416
MIR1302-9 chr9 27657 30891
RP11-143M1.2 chr9 72701 88826
RP11-143M1.4 chr9 112716 113754
FOXD4 chr9 116237 118417
CBWD1 chr9 121041 188979
C9orf66 chr9 213108 215893
DOCK8 chr9 214854 465259
RP11-59O6.3 chr9 267966 273002
RP11-165F24.3 chr9 454304 492112
KANK1 chr9 470291 746105
RP11-130C19.3 chr9 673478 685555
DMRT2 chr9 1050354 1057552
SMARCA2 chr9 2015342 2193624
RP11-264I13.2 chr9 2041900 2046023
RP11-125B21.2 chr9 2422702 2641395
VLDLR chr9 2621834 2660053
KCNV2 chr9 2717502 2730037
KIAA0020 chr9 2720469 2844241
RFX3 chr9 3218297 3526004
AL365202.1 chr9 3452305 3469181
RP11-509J21.1 chr9 3526723 3671646
RP11-509J21.2 chr9 3647335 3648338
RP11-509J21.3 chr9 3674546 3691814
RP11-509J21.4 chr9 3684076 3689626
GLIS3 chr9 3824127 4348392
GLIS3-AS1 chr9 3898642 3901248
RP11-358M14.2 chr9 4299390 4306046
SLC1A1 chr9 4490444 4587469
SPATA6L chr9 4553386 4666674
PPAPDC2 chr9 4662298 4665256
RP11-6J24.6 chr9 4676600 4679502
CDC37L1 chr9 4679559 4708398
AK3 chr9 4711155 4742043
RCL1 chr9 4792869 4885917
AL158147.2 chr9 4859120 4859260
JAK2 chr9 4985033 5128183
INSL6 chr9 5131979 5185668
INSL4 chr9 5231419 5235304
RLN2 chr9 5299868 5304969
RLN1 chr9 5334969 5339873
RP11-12D24.10 chr9 5351796 5352410
PLGRKT chr9 5357973 5437878
CD274 chr9 5450503 5470566
PDCD1LG2 chr9 5510545 5571282
RP11-574F11.3 chr9 5584490 5588994
KIAA1432 chr9 5629025 5776557
RP11-207C16.4 chr9 5719021 5720244
ERMP1 chr9 5765076 5833117
KIAA2026 chr9 5881596 6007901
MLANA chr9 5890802 5910606
RANBP6 chr9 6011043 6015618
RP11-218I7.2 chr9 6047360 6066714
UHRF2 chr9 6413151 6507054
RP11-307L3.4 chr9 6415145 6449558
C9orf38 chr9 6467618 6470375
GLDC chr9 6532464 6645650
RP11-390F4.6 chr9 6645956 6670635
RP11-390F4.10 chr9 6704471 6707780
RP11-390F4.3 chr9 6716548 6727438
KDM4C chr9 6720863 7175648
RP11-77E14.2 chr9 7786105 7786688
TMEM261 chr9 7796490 7888380
PTPRD chr9 8314246 10612723
RP11-75C9.1 chr9 8858130 8862255
LURAP1L chr9 12775020 12822130
MPDZ chr9 13105703 13279589
RP11-536O18.2 chr9 13406379 13433052
NFIB chr9 14081842 14398982
RP11-408A13.3 chr9 14586767 14587324
RP11-408A13.4 chr9 14588795 14590063
ZDHHC21 chr9 14611069 14693469
FREM1 chr9 14734664 14910993
TTC39B chr9 15163620 15307358
SNAPC3 chr9 15422702 15465951
PSIP1 chr9 15464064 15511017
CCDC171 chr9 15552895 16061661
C9orf92 chr9 16203933 16276311
BNC2 chr9 16409501 16870841
RP11-183I6.2 chr9 16473186 16476235
CNTLN chr9 17134980 17503921
FAM154A chr9 18927656 19033251
RRAGA chr9 19049372 19051019
HAUS6 chr9 19053141 19103117
PLIN2 chr9 19108373 19149288
DENND4C chr9 19230433 19374139
RP11-146N23.4 chr9 19291335 19292574
RP11-513M16.7 chr9 19371384 19371943
RP11-513M16.8 chr9 19375449 19375994
RPS6 chr9 19375713 19380252
ACER2 chr9 19408925 19452018
SLC24A2 chr9 19507450 19786926
RP11-378I6.1 chr9 19926092 19929935
MLLT3 chr9 20341663 20622542
FOCAD chr9 20658308 20995954
RP11-4E23.2 chr9 20683303 20684687
PTPLAD2 chr9 20995306 21031635
IFNB1 chr9 21077104 21077943
KLHL9 chr9 21329670 21335379
IFNE chr9 21480841 21482312
MTAP chr9 21802542 21931646
RP11-70L8.4 chr9 21858909 21861925
CDKN2A chr9 21967751 21995300
CDKN2B-AS1 chr9 21994777 22121096
CDKN2B chr9 22002902 22009362
RP11-408N14.1 chr9 22203989 22214671
DMRTA1 chr9 22446840 22455739
RP11-399D6.2 chr9 22646199 22824212
ELAVL2 chr9 23690102 23826335
TUSC1 chr9 25676396 25678856
CAAP1 chr9 26840683 26892802
PLAA chr9 26904081 26947461
IFT74 chr9 26947037 27062928
RP11-337A23.3 chr9 26955778 26956293
LRRC19 chr9 26993134 27005691
RP11-56F10.3 chr9 27102628 27104726
TEK chr9 27109139 27230173
LINC00032 chr9 27245682 27282791
EQTN chr9 27284656 27297137
MOB3B chr9 27325207 27529779
C9orf72 chr9 27546544 27573864
RP11-575I8.1 chr9 27829274 27844479
LINGO2 chr9 27948076 28670283
ACO1 chr9 32384618 32454767
DDX58 chr9 32455300 32526322
TOPORS chr9 32540542 32552551
TOPORS-AS1 chr9 32551142 32567003
NDUFB6 chr9 32552997 32573160
GVQW1 chr9 32566787 32568619
TAF1L chr9 32629452 32635667
RP11-462B18.2 chr9 32840596 32841760
APTX chr9 32972604 33025166
DNAJA1 chr9 33025209 33039905
SMU1 chr9 33041762 33076665
B4GALT1 chr9 33104080 33167354
RP11-326F20.5 chr9 33166973 33179981
SPINK4 chr9 33218363 33248565
BAG1 chr9 33247818 33264761
CHMP5 chr9 33264940 33281977
NFX1 chr9 33290509 33371155
AQP7 chr9 33384765 33402643
AQP3 chr9 33441152 33447609
NOL6 chr9 33461439 33473928
ANKRD18B chr9 33524392 33573007
CYP4F26P chr9 33580693 33605289
RP11-384P7.7 chr9 33697457 33700984
RP11-384P7.5 chr9 33719688 33722553
RP11-384P7.6 chr9 33732973 33738414
PRSS3 chr9 33750515 33799230
RP11-133O22.6 chr9 33785948 33818793
UBE2R2 chr9 33817565 33920402
RP11-176F3.7 chr9 33909607 33911120
UBAP2 chr9 33921691 34048947
RP11-537H15.3 chr9 34084330 34096223
DCAF12 chr9 34086385 34127397
UBAP1 chr9 34179003 34252521
KIF24 chr9 34252379 34329198
NUDT2 chr9 34329504 34343709
KIAA1161 chr9 34366668 34376851
C9orf24 chr9 34379017 34397830
FAM219A chr9 34398182 34458568
ENHO chr9 34521038 34523039
RP11-296L22.8 chr9 34521525 34524239
RPP25L chr9 34610483 34612101
DCTN3 chr9 34613548 34620515
ARID3C chr9 34621376 34628104
SIGMAR1 chr9 34634719 34637806
GALT chr9 34638130 34651032
IL11RA chr9 34650699 34661889
CCL27 chr9 34661877 34664045
RP11-195F19.5 chr9 34664160 34666109
RP11-195F19.9 chr9 34665662 34681295
CCL19 chr9 34689564 34691274
DNAJB5 chr9 34989638 34998897
C9orf131 chr9 35041092 35045988
FLJ00273 chr9 35042390 35042824
VCP chr9 35056061 35073246
FANCG chr9 35073832 35080013
PIGO chr9 35088685 35096591
RP11-182N22.8 chr9 35096375 35098138
STOML2 chr9 35099888 35103154
FAM214B chr9 35104109 35116338
UNC13B chr9 35161999 35405335
RUSC2 chr9 35490124 35561895
FAM166B chr9 35561828 35563896
TESK1 chr9 35605367 35610038
CD72 chr9 35609530 35646807
RP11-331F9.3 chr9 35642511 35643514
RP11-331F9.4 chr9 35646267 35647096
SIT1 chr9 35649292 35650937
RMRP chr9 35657748 35658015
CCDC107 chr9 35658301 35661508
ARHGEF39 chr9 35658872 35675863
CA9 chr9 35673853 35681156
TPM2 chr9 35681989 35691017
TLN1 chr9 35696945 35732392
CREB3 chr9 35732332 35737001
GBA2 chr9 35736863 35749983
RGP1 chr9 35749203 35758572
MSMP chr9 35752987 35756610
RP11-112J3.15 chr9 35756709 35757937
RP11-112J3.16 chr9 35772160 35790429
NPR2 chr9 35792151 35809729
SPAG8 chr9 35808042 35812269
HINT2 chr9 35812957 35815351
TMEM8B chr9 35814448 35854844
FAM221B chr9 35816388 35828744
HRCT1 chr9 35906189 35907138
RECK chr9 36036430 36124448
GLIPR2 chr9 36136732 36163910
CCIN chr9 36169389 36171329
CLTA chr9 36190853 36304778
GNE chr9 36214438 36277053
RNF38 chr9 36336393 36487545
MELK chr9 36572859 36677678
PAX5 chr9 36833272 37034103
RP11-297B17.3 chr9 37002694 37008037
RP11-465M18.1 chr9 37073528 37075789
RP11-220I1.5 chr9 37078810 37079773
RP11-220I1.1 chr9 37079893 37090398
RP11-220I1.2 chr9 37112545 37115487
ZCCHC7 chr9 37120536 37358146
RP11-397D12.4 chr9 37383175 37384431
GRHPR chr9 37422663 37436987
ZBTB5 chr9 37438111 37465396
POLR1E chr9 37485932 37503694
RP11-613M10.6 chr9 37509147 37510296
FBXO10 chr9 37510889 37588871
TOMM5 chr9 37582643 37592639
RP11-613M10.9 chr9 37588410 38068684
FRMPD1 chr9 37650997 37746901
TRMT10B chr9 37753804 37778969
EXOSC3 chr9 37766975 37801434
DCAF10 chr9 37800499 37867663
SLC25A51 chr9 37879400 37904350
SHB chr9 37919131 38069210
ALDH1B1 chr9 38392661 38398658
IGFBPL1 chr9 38408991 38424444
ANKRD18A chr9 38540566 38620657
FAM201A chr9 38620471 38624987
CNTNAP3 chr9 39072764 39288312
RP11-347J14.7 chr9 39395734 39397403
FAM74A3 chr9 40715662 40722679
RP11-395E19.7 chr9 40740776 40742447
ZNF658 chr9 40760700 40836415
RP11-95K23.5 chr9 41285357 41287306
FAM74A6 chr9 41516046 41523018
RP11-204M4.2 chr9 41961615 42019580
RP11-216M21.7 chr9 42363048 42367092
ANKRD20A2 chr9 42368303 42411410
RP11-146D12.2 chr9 42409989 42474239
CBWD7 chr9 42668608 42714962
CYP4F59P chr9 43027748 43032877
ANKRD20A3 chr9 43064966 43133544
CNTNAP3B chr9 43684902 43924049
RP11-475I24.8 chr9 44384585 44391705
BX088651.1 chr9 44400717 44402427
RP11-475I24.3 chr9 44401766 44404440
RP11-160N1.10 chr9 44867571 44870528
RP11-374M1.5 chr9 45001907 45003117
RP11-374M1.4 chr9 45004879 45023236
RP11-374M1.3 chr9 45034957 45047145
RP11-374M1.2 chr9 45108392 45112532
AL354718.1 chr9 45441273 45441542
RP11-187C18.2 chr9 45484572 45488153
FAM27A chr9 45727107 45728274
FAM27E2 chr9 45733559 45734896
RP11-292F9.1 chr9 46270841 46274928
FAM27E1 chr9 46385691 46387031
FAM27D1 chr9 46389110 46391556
RP11-111F5.3 chr9 46661242 46662837
RP11-111F5.4 chr9 46685429 46688137
RP11-211N8.2 chr9 46843638 46846025
FAM74A4 chr9 65487273 65494248
RP11-262H14.1 chr9 66457285 66469310
RP11-262H14.3 chr9 66513488 66553911
RP11-262H14.4 chr9 66553273 66555928
RP11-318K12.2 chr9 66720898 66759372
RP11-381O7.3 chr9 67017400 67032072
FAM27E3 chr9 67784944 67786624
ANKRD20A1 chr9 67926761 67969840
RP11-195B21.3 chr9 67968793 67987998
RP11-764K9.1 chr9 68397878 68409893
RP11-87H9.3 chr9 69082536 69108793
RP11-58A12.3 chr9 69146939 69149621
BX255923.3 chr9 69174213 69179458
CBWD6 chr9 69204538 69269662
BX255923.1 chr9 69252845 69254032
CR769776.1 chr9 69377902 69380597
ANKRD20A4 chr9 69381812 69425560
CBWD5 chr9 70432004 70497240
AL591479.1 chr9 70646589 70648956
RP11-561O23.8 chr9 70843567 70844228
CBWD3 chr9 70856397 70914929
FOXD4L3 chr9 70917276 70920000
RP11-561O23.5 chr9 70921444 70945542
PGM5 chr9 70943224 71145977
PGM5-AS1 chr9 70970105 70972768
RP11-88I18.2 chr9 71010609 71021416
TMEM252 chr9 71151496 71155783
RP11-274B18.4 chr9 71155952 71259358
RP11-274B18.2 chr9 71158457 71161505
PIP5K1B chr9 71320575 71624092
FAM122A chr9 71394964 71398609
PRKACG chr9 71627469 71629039
FXN chr9 71650175 71715094
TJP2 chr9 71736209 71870124
FAM189A2 chr9 71939488 72007371
APBA1 chr9 72042446 72287222
RP11-109D9.4 chr9 72287665 72288629
PTAR1 chr9 72324438 72374875
C9orf135-AS1 chr9 72433899 72435655
C9orf135 chr9 72435709 72521148
MAMDC2 chr9 72658497 72841886
MAMDC2-AS1 chr9 72700732 72790804
SMC5-AS1 chr9 72808913 72873782
SMC5 chr9 72873937 72969804
KLF9 chr9 72999503 73029540
TRPM3 chr9 73143979 74061820
TMEM2 chr9 74298282 74431606
ABHD17B chr9 74477368 74525847
C9orf85 chr9 74526426 74600970
C9orf57 chr9 74666292 74687733
GDA chr9 74729511 74872109
RP11-63P12.7 chr9 74872252 74872699
RP11-63P12.6 chr9 74920346 74958126
ZFAND5 chr9 74966341 74980163
TMC1 chr9 75136717 75451267
RP11-151D14.1 chr9 75486644 75489025
ALDH1A1 chr9 75515578 75695358
ANXA1 chr9 75766673 75785309
RP11-171A24.3 chr9 77100467 77114043
RORB chr9 77112281 77308093
TRPM6 chr9 77337411 77503010
C9orf40 chr9 77561497 77567802
RP11-197P3.4 chr9 77567884 77611209
C9orf41 chr9 77595936 77643339
NMRK1 chr9 77675489 77703133
OSTF1 chr9 77703459 77762181
PCSK5 chr9 78505560 78977255
RFK chr9 79000433 79009433
GCNT1 chr9 79034752 79122332
PRUNE2 chr9 79226292 79521003
VPS13A-AS1 chr9 79791672 79792910
VPS13A chr9 79792269 80036457
GNA14 chr9 80037995 80263223
GNAQ chr9 80331003 80646374
CEP78 chr9 80850978 80894606
PSAT1 chr9 80912059 80945009
